Course Code,Course Name,Course URL,Offering Terms,Enrolment Conditions,Outline URL,Overview 
JURD7271,Resolving Civil Disputes,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7271/,"Term 1, Term 2",Prerequisite: Principles of Private Law (LAWS1150/JURD7150) and Contracts (LAWS1075/ JURD7175),http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The resolution of civil disputes requires legal practitioners to be equally competent in invoking the court system or employing negotiation, mediation or arbitration. The course addresses civil procedure which governs the steps involved in initiating, conducting, managing, terminating, enforcing or appealing the outcome of, legal proceedings in a Court. Specific attention is paid to jurisdiction, case management, pleadings, discovery, preparing evidence and costs. The course provides an introduction to Alternative Dispute Resolution, in particular, negotiation, mediation and arbitration. The course examines the advantages and disadvantages of each dispute resolution procedure and the factors that influence when they should be utilised from both policy and practice perspectives. The course also explores the ethical issues that the resolution of disputes creates for lawyers."
JURD7283,Land Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7283/,"Term 1, Term 2","Prerequisite: Principles of Private Law (LAWS1150 /JURD7150), Contracts (LAWS1075/JURD7175) and Equity and Trusts (LAWS2385/JURD7285).",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7284,Legal Experimentalism,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7284/,"Term 1, Term 2",Pre-requisite: 24 UOC completed in LLB courses or 24 UOC completed in Juris Doctor courses. Juris Doctor students who commenced prior to 2013 need no pre-requisites.,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The Legal Experimentalism course aims to equip law students to employ legal skills and knowledge in innovative, creative ways. The course will do so by combining two main elements. First, it offers students a firm grounding in the legal traditions of Legal Realism and their contemporary derivations. Second, it affords students opportunities to engage collaboratively in the creative rewriting and redeployment of legal instruments, texts and institutions and/or to start to think through the potential development of new legal technologies and institutions. "
JURD7285,Equity and Trusts,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7285/,"Term 1, Term 3",Prerequisite: Principles of Private Law (LAWS1150/JURD7150) and Contracts (LAWS1075/ JURD7175),http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7301,Health and Medical Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7301/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Health and Medical Law is a relatively new and growing discipline in Australia. This subject aims to provide a sound introduction to the law relevant to the health system, the delivery of health services and related scientific and technological developments. There is no one discrete area of law involved. Rather, several different areas of law apply, including torts, contract, discrimination law, criminal law, trade practices, equity, administrative law as well as substantial statutory provisions."
JURD7302,Advanced Criminal Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7302/,Term 3,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7303,Kingsford Legal Centre Community Law Clinic (Intensive),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7303/,"Term 1, Term 3","Prerequisite: Completion of 36 UOC of JURD courses including LEJ (JURD7130/7110) and RCD (JURD7271/7211) for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses including LEJ and RCD.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Students attend the Faculty's in house clinic, Kingsford Legal Centre, two full days a week. The Centre is a community legal centre which provides a free legal service to the local community. Students manage client files under the supervision of experienced clinical supervisors who are practising solicitors. Students are responsible for interviewing clients and the research, drafting and preparation necessary to resolve legal difficulties by litigation or other means. In addition to two days attendance, students attend evening advice sessions during which they interview people attending for legal advice with volunteer lawyers. A daily tutorial and a weekly class provide an opportunity for discussion and analysis of students' experiences and reflection and analysis of the law and legal system, and for instruction in legal procedure and skills. There are regular opportunities to attend Court and Tribunals. Major areas of work in which students will be involved include domestic violence, discrimination, consumer credit, victims compensation, family law, employment law, wills, legal aid and criminal justice issues. As well as client files, students take part in community education, and in policy and reform work.Clinical legal education teaches students about how law and the legal system function through working with real clients. This enables students to analyse the effect of law in practice and engenders in students an appreciation of the ethical, social and practical complexity of the legal system."
JURD7304,Kingsford Legal Centre Community Law Clinic (Non-intensive),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7304/,"Term 1, Term 3","Prerequisite: Completion of 36 UOC of JURD courses including LEJ (JURD7130/7110) and RCD (JURD7271/7211) for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses including LEJ and RCD.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Students attend the Faculty's in house clinic, Kingsford Legal Centre, one full day a week. The Centre is a community legal centre which provides a free legal service to the local community. Students manage client files under the supervision of experienced clinical supervisors who are practising solicitors. Students are responsible for interviewing clients and the research, drafting and preparation necessary to resolve legal difficulties by litigation or other means. In addition to one day attendance, students attend evening advice sessions during which they interview people attending for legal advice with volunteer lawyers. A daily tutorial and a weekly class provide an opportunity for discussion and analysis of students' experiences, reflection on the law and legal system and for instruction in legal procedure and skills. There are regular opportunities to attend Court and Tribunals. Major areas of work in which students will be involved include domestic violence, discrimination, consumer credit, victims compensation, family law, employment law, wills, legal aid and criminal justice issues. As well as client files, students take part in community education, and in policy and reform work.Clinical legal education teaches students about how law and the legal system function through working with real clients. This enables students to analyse the effect of law in practice and engenders in students an appreciation of the ethical, social and practical complexity of the legal system."
JURD7305,Kingsford Legal Centre Employment Law Clinic (Intensive),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7305/,"Term 1, Term 3","Prerequisite: Completion of 36 UOC of JURD courses including LEJ (JURD7130/7110) and RCD (JURD7271/7211) for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses including LEJ and RCD.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The Employment Law clinic requires students to undertake work for real clients while providing the student with opportunities to analyse the effect of the law in practice. Through their work for disadvantaged clients on case, education and policy files students develop their understanding of substantive and procedural law and ethical issues in the area of employment. Students undertaking this Clinic will be working in a legal practice at Kingsford Legal Centre on employment law matters. Students attend the Centre two days a week, 9am to 5pm, attend a weekly seminar of two hours and undertake evening and daytime public advice sessions. Students are responsible for files under the supervision of the clinical supervisor. Students  conduct interviews with clients, make strategic decisions about conduct of the file, undertake research, draft all documents and where appropriate undertake advocacy in court or tribunals for the client. A daily tutorial and weekly seminars  provide opportunities for discussion and analysis of students' experiences and for instruction and development of ethical issues, employment law, legal procedure and skills. Students undertake project work relating to legal issues. Students are encouraged to think critically about the legal system through one to one supervision by clinical supervisors."
JURD7309,Criminal Justice: Global Perspectives,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7309/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course will examine wrongful convictions in a comparative perspective that will situate Australia's response to wrongful convictions with different responses in the United Kingdom including the creation of a Criminal Cases Review Commission and the United States including a focus on post-conviction DNA testing. Other jurisdictions examined will include Canada, China and New Zealand."
JURD7312,Indigenous Law Centre Student Editor,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7312/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The Student Editor/s will work under the supervision of the Editor and/or Editorial Panel, with the overall responsibility for the internship sitting with the Acting Director.The Student Editors will play an active role in the production of one of the two publications, either the Australian Indigenous Law Review (AILR) or the Indigenous Law Bulletin (ILB), assisting with research, editing articles, interviews, book reviews, organisation of community engagements and a range of other tasks connected with the production of the journals as directed by the Editors. A total of 70 hours (based on 7 hours per day and 10 weeks in a semester) must be completed within the Centre over the semester."
JURD7314,"Dispute Resolution: Principles, Processes and Practices",https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7314/, ,"Prerequisite: Completion of 36 UOC of JURD courses including Resolving Civil Disputes (JURD7271/JURD7211) for students enrolled prior to 2013. 
For students enrolled after 2013, completion of 72 UOC of JURD courses including RCD (JURD7271).",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Legal education commonly focuses on the litigation process, case law, and the role of the courts as providers of justice. This fosters the assumption that litigation, or legal advice predicting the outcome of litigation, is the normal method of resolving disputes. In fact only a small proportion of disputes are resolved by litigation Instead, there is a growing dissatisfaction with the cost, speed and adversarial character of litigation, and a corresponding interest in alternative forms of dispute resolution. This course examines the legal and policy context of dispute resolution, and surveys and critiques a range of nonadversarial approaches to contemporary legal practice."
JURD7315,Strategic Public Advocacy & Civil Society,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7315/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Civil society, non-government organisation (NGOs), community and not-for-profit organisations are playing an increasingly important role in society, both nationally and internationally. At the same time, the place of this sector in the democratic process is also a contested area - a fact that is explored in the course. Legal practitioners, particularly in the civil society sector, are often called upon to lead, or contribute to public advocacy campaigns, and because of the increasing significance of the sector, their work on behalf of their organisations and stakeholders needs to be of a high professional and ethical standard. The course aims to provide the skills required to conduct public advocacy campaigns, in the context of a pluralistic democratic model, as well as developing students' ability to critically evaluate the public policy process. It also provides an introduction to the theoretical framework of democratic models, which are being contested in Australia today.Note: The course JURD7317 Strategic Public Advocacy for Civil Society (4 UOC) will be taught in conjunction with this course during the first 3 days."
JURD7316,Expert Evidence,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7316/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7318,Commercial Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7318/,Term 1,"Prerequisite: Completion of 36 UOC of JURD courses for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses. 
Co-requisite: Business Associations (JURD7224) and Land Law (JURD7283)",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Commercial Law JURD7318 is an Undergraduate Elective which introduces students to the general principles of commercial law, and builds on their foundation courses in Contracts, Business Associations 1 and Property, Equity & Trusts. It does not substantially overlap with specialised commercial options such as Law of Banking, Commercial Finance, Consumer Protection Law, Economic Analysis of Law, Insurance Law, Insolvency Law, International Trade Law, Interests in Securities, Regulation of Economic Activity, and Securities and Financial Services Regulation.  As a 6 unit elective, Commercial Law introduces students to the way in which general principles of common law, equity and statute law have developed to deal with the needs of commercial markets by focussing on:                                                             The law applicable to commercial sales of goods; andAgency law                                                             The course, like the players in commercial markets, takes a problem-solving approach to subject matter, but also considers the broader policy dimensions of commercial law doctrines and practices. The problem solving approach investigates the way traders structure transactions to take best advantage of the protection offered by existing legal doctrines, and so illuminates the creative ways in which legal models or concepts are adapted to achieve pragmatic goals."
JURD7319,Financial Economics and Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7319/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7321,Foundations of Intellectual Property Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7321/,Term 3,"Prerequisite: Completion of 36 UOC of JURD courses for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses. Exclusion: JURD7446, JURD7448, JURD7617 OR equivalent.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course surveys the fundamentals of Australian intellectual property law. It introduces students to the law of copyright (including moral rights), registered designs, trade marks, passing off, consumer law prohibiting misleading and deceptive conduct, breach of confidence, and patents. Students study the fundamental statutory provisions and common law principles that define the subject matter protected by these intellectual property doctrines, as well as the pre-conditions for protection and the nature of infringement. They learn how to approach intellectual property problems in practice, and gain insight into the interrelationships between intellectual property’s various doctrines."
JURD7322,Communications Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7322/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The course focuses on the regulation of electronic communications in Australia. This is a very topical course with current issues including Australian content in the electronic media, the roll out of the National Broadband Network and Internet Governance.  The course will cover the regulation of telecommunications, broadcasting and online services. Specifically, the course will include the following:"
JURD7323,Chinese Legal System (SJTU),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7323/,Term 1,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7325,Advanced Contract Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7325/,Term 2,"Prerequisites: completion of 36 UOC of JURD courses including Contracts (JURD7175/JURD7172) for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JURD courses.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7328,Employment Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7328/,Term 3,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7330,"Cybercrime, Security and Digital Law Enforcement",https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7330/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Cybercrime examines how the online world has borne new crimes and law enforcement responses, as well as investigates how the computer has become both a target of attack and a tool for criminal activity. Cybercrime explores a number of emerging cybercrimes (cyber-stalking, hacking, and attacks to critical infrastructure), and also explores how old crimes are affected in new mediums (organised crime, electronic theft, pornography, child abuse materials, and peer-to-peer filesharing systems). How do nation-states regulate criminal activity of those persons and organizations located abroad? Additional topics include cyber-terrorism, hactivism, information warfare, and digital forensics. A technical background is not essential."
JURD7331,Information Technology Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7331/,Term 1,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The course focuses on legal and regulatory aspects of the Internet and related technologies. It covers topics of concern to individuals as well as business and government, including protection of intellectual property in a digital environment, electronic contracts, computer and information security, and cyber crime."
JURD7333,Law of Banking,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7333/,"Term 1, Term 3",72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Law of Banking provides an introduction to the practice of banking and to relevant principles.  The course is concerned with the relation of banker and customer and with instruments, processes and transactions commonly met in that context.  It falls into two parts, with the first covering banking regulation and important banking principles and the second considering their application to common banking products and services. "
JURD7335,Economic Analysis of Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7335/,Term 2,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,This course provides an introduction to economic analysis of law and policy. 
JURD7336,Theories of Law and Justice,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7336/,"Term 1, Term 2, Term 3",72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7337,Australian Consumer Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7337/, ,"Prerequisite: 36UOC of JD courses for students enrolled prior to 2013. Students enrolled after 2013 must have completed 72 UOC of JD. 
Co-requisite: Resolving Civil Disputes (JURD7271)",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The Australian Consumer Law is contained in the Competition and Consumer Act, and operates as a law of the Commonwealth, and as a law of each of the states and territories by separate State and Territory application legislation. It contains the former Trade Practices Act Consumer Protection provisions, as well as new laws on unfair contract terms, product safety, consumer guarantees law, lay-by sales, unsolicited selling and new penalties and enforcement powers for the ACCC and state and territory agencies. These laws are now consistent across all jurisdictions, and enforceable in each. Many concepts from the former Trade Practices Act are still relevant, and although some have been redrafted to comply with newer style this is not intended to alter their legal effect."
JURD7339,Workplace Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7339/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7341,Gender and Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7341/,Term 1,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The law is not a neutral body of rules and legal categories often exclude groups or reinforce their disadvantage. Gender discrimination, along with other forms of discrimination, is embedded throughout the legal system, often in ways that are not immediately obvious. This course will look at the body of feminist legal theory and identify its major insights into the ways in which law is gendered and how this contributes to the construction of inequality. Feminist analyses of law provide some of the most significant and challenging explanatory frameworks for understanding the practice and organisation of laws and legal institutions. These insights and frameworks focus on concepts such as the public/private divide, equality and intersectional discrimination, representation and power. The course will examine various areas of human experience such as work and the economy, the family and relationships, reproduction and bodies, representation and expression, and the way in which law shapes these. Feminist engagements within each area will be explored. The course will consider a range of approaches taken by feminist lawyers to critique, reform and transform law. Various strategies at the local and international level will be studied including the use of human rights to challenge gender inequality and disadvantage."
JURD7343,Advanced Tort Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7343/, ,"Prerequisite: 36UOC of JD courses for students enrolled prior to 2013. Students enrolled after 2013 must have completed 72 UOC of JD. 
Co-requisite: Resolving Civil Disputes (JURD7271)",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,
JURD7344,Electronic Commerce Law & Practice,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7344/,Term 1,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course examines how and to what extent law (and other sources of regulation) controls the mechanisms which facilitate electronic commerce. The course considers the regulation of electronic commerce from the point of view of a relatively broad range of legal topic areas, from concepts of private international law in the assumption of jurisdiction over online transactions, to the regulatory and contractual framework for electronic commerce, to issues such as domain name regulation, online consumer protection, payment systems, e-security and cybercrime."
JURD7346,Human Rights Law (New York),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7346/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This 12 day intensive summer school examines the operation of human rights law in practice in international, regional and domestic U.S. and Australian contexts. Based in New York, the course draws together leading U.S. and international human rights lawyers to provide cutting-edge case studies from U.S. courts, regional human rights commissions and the UN system. It also provides students with doctrinal foundations in international human rights law and its incorporation into domestic law, as well as an introduction to the U.S. Bill of Rights and civil rights law. The course includes case studies on current human rights issues relevant to both countries. It encourages students to critically reflect on the efficacy of key institutions, actors and strategies to promote and protect human rights at home and abroad. The program will include (subject to availability) field visits to the United Nations and other cultural institutions."
JURD7349,Advanced Issues in Torts,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7349/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The course focuses on providing an overview of recent changes in the law dealing with compensation - in particular to changes in the common law tort of negligence and the impact of legislative reform. The course is taught in the intensive mode. It is designed for those who have a working knowledge of tort law. The course will address topical issues concerned with developments of in the tort of negligence and legislative reform. The course will focus on some particular areas of law and on the impact of compensation law more generally. It deals with the interaction between tort law and human rights. It also focuses on the impact on the practice and management of sport, the operation of statutory authorities and the delivery of health care services."
JURD7350,Globalisation and Intellectual Property Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7350/,Term 2,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course takes an interdisciplinary and theoretical approach to examine: the history of intellectual property globalisation: governmental and NGO organisations involved in his process; political debates, alliances and ideologies that have shaped global intellectual property law-making; the economics of globalisation and intellectual property; and sociological, cultural and domestic legal effects of globalising through intellectual propertization."
JURD7351,Elements of Income Tax Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7351/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This introductory course deals selectively with the main principles of income tax and capital gains tax. Taxation is a large and rapidly developing area of law. The case law is demanding and the legislation is not noted for its clarity, though as we shall see steps are being taken to express it in a more understandable way."
JURD7353,Peoples' Tribunals and International Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7353/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Since the 1960s there have been dozens of ""peoples' tribunals"", ""citizens' tribunals"" or similar commissions of inquiry established outside formal State and international structures. These have addressed alleged violations of international law, human rights and moral and ethical standards in areas ranging from the conduct of the Vietnam war, through violence against women, to environmental degradation, the impact of debt, and the rights of workers. The aim of this course is to analyse and evaluate the phenomenon of ""citizens' tribunals"" and ""peoples' tribunals"". It will examine how these institutions are conceived of by those who establish and participate in them, and will analyse their role as forms of accountability that exist outside State-sponsored structures. The course will explore the importance of legal form to the constitution and conduct of such tribunals, the extent to which international law (existing or desirable) is invoked as part of the argumentation of the tribunals, and the contributions that such tribunals have made to public acceptance and endorsement of international law standards, to the assessment of the legitimacy of government and intergovernmental actions, and to promoting the causes of those who have organised such tribunals. The course will have as a primary focus the work of the Permanent Peoples' Tribunal, but will explore other tribunals as well."
JURD7355,Doping in Sport: Global Issues,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7355/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"Regulating doping in sport is a key ethical and commercial issue. This course will examine the international anti-doping framework in the context of existing regulation, tribunal determinations and other important developments. It will consider issues such as the World Anti Doping Code, the role of governments and sporting bodies, the impact of the Court of Arbitration for Sport, testing procedures, burdens and standards of proof, the right to be heard, outcomes for athletes and other important topical and social issues. "
JURD7357,Advanced Intellectual Property Policy and Practice,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7357/, ,"Prerequisite: 36 UOC of JURD courses for student enrolled prior to 2013. For students enrolled after 2013, 72 UOC of JURD courses. Co-requisite: Foundations of Intellectual Property Law (JURD7321) or Intellectual Property Law (JURD7617).",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This is a course for students who have already learned the fundamentals of intellectual property law, and who would like to extend their knowledge and practical skills in this area of law."
JURD7360,Human Rights Clinic (Non-intensive),https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7360/,Term 2,"Prerequisite: 36 UOC of JURD courses including LEJ (JURD7130/7110), RCD (JURD7271/7211) and CPEP (JURD7251/7221) for students enrolled prior to 2013. For students enrolled after 2013, 72 UOC of JURD courses including LEJ, RCD and CPEP.",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The Human Rights Clinic gives students the opportunity to experience legal practice and undertake the work of a human rights lawyer under intensive faculty supervision. Students work on cutting-edge human rights cases and projects that focus on advancing the rights of vulnerable persons in Australia and internationally, with a particular focus on migrant workers and refugees. Bridging theory and practice, students contribute to effecting change in a global, cross-cultural context, working on client cases and projects that often develop or test law or policy. The Clinic is open to students in the final stages of their law degree who, in the non-intensive course, work in the clinic office on campus one day per week.  The weekly clinic seminar addresses both the skills and critiques of human rights advocacy, requiring students to critically reflect on their clinical work and on the role of law and lawyers in advancing human rights. "
JURD7361,Environmental Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7361/,"Term 1, Term 3",72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course introduces the fundamental principles and concepts of environmental law and policy. For the purposes of the course, 'environmental law' is defined to mean that area of law concerned with managing the impact of human activities on the environment. The course will explore a number of cross-cutting themes that influence current debate within environmental law and policy about the goals of ecologically sustainable development. The course will cover areas of environmental law at the international, federal and at the local and state level in New South Wales. The course will provide students with a breadth of knowledge about environmental issues and legal responses to these pressing global challenges. It will be important for students whose future career will touch on these issues, including working as a lawyer or barrister, as a policy adviser in Government or an environmental regulatory agency, as an environmental advocate in an NGO or community legal centre or in other related areas fields."
JURD7364,"Regulation, Litigation and Enforcement",https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7364/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The effective regulation of areas such as competition law, securities, financial services and taxation requires the availability and use of enforcement techniques, including litigation. This course examines the procedural aspects of litigation in the regulatory context. The course addresses litigation issues common to all regulatory schemes such pre-litigation processes which are characterised by a regulator's investigation and information gathering powers and criminal law aspects of regulatory litigation. Three different regulatory schemes and their regulator (Competition Law/ACCC, Securities Law/ASIC and Tax Law/ATO) are then examined from the perspective of enforcement and litigation."
JURD7366,Environmental Markets,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7366/,Term 3,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The overall aim of this course is to identify the key elements of environmental markets and to understand what makes an effective, functioning market. We will begin with an overview of market-based mechanisms in the environmental context and a consideration of the key design features of environmental markets. The second section will examine environmental markets across a range of sectors including climate, water, renewable energy, biodiversity and salinity. The course will conclude with an examination of the commercial aspects of environmental markets and some key considerations for negotiating and contracting for environmental goods and services. "
JURD7367,"International Law, Human Rights and Cultural Heritage",https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7367/, ,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course examines the relationships between international law,  heritage and identity. It critically examines intersections of domestic  and international law, the international/global arena, and the politics  of cultural formation and identity. What will be stressed is that these  relationships are constitutive and highly politicized. An underlying  theme will be that law does not operate in a contextual vacuum, and  cultural meanings and values play a significant role in shaping the  positive and negative dimensions of international law and its uses as a  vocabulary of emancipation as it impacts individuals and communities in  localized settings. At the same time, how does culture, heritage and  cultural identity get defined in the context of international law,  particularly in connection to the production, mobilization and  implementation of regimes for the protection and safeguarding of  heritage, and their impact on issues such as human rights and  development practices? Drawing on a range of theoretical perspectives  and recent scholarship in cultural studies, anthropology and sociology,  the class will engage in contemporary debates informing the cultural  dimensions of the international across different spaces of contestation."
JURD7368,Legal Systems in Comparative Perspective,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7368/, ,"Prerequisite: Completion of 36 UOC of JURD courses including Resolving Civil Disputes (JURD7271/JURD7211) for students enrolled prior to 2013. 
For students enrolled after 2013, completion of 72 UOC of JURD courses including RCD (JURD7271).",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"This course will focus principally on the study of the relationships between two different legal traditions  - the Civil Law and the Common Law. Together these legal traditions provide the foundation of most of the world's national legal systems. As an initial matter, the class will examine the essential characteristics of the Civil Law and the Common Law, focusing on each tradition's history, legal structures, legal actors, procedures, and sources of law. As part of the general examination of these traditions, the class will examine particular systems within those traditions, including the American, English, Scottish, French, and German legal systems. The class may, time permitting, also consider non-Western Legal traditions such as Islamic and Hindu Law."
JURD7369,Natural Resources Law,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7369/,Term 1,72 UOC of JURD courses,http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,Natural resources law (NRL) is an elective subject for law that is offered at the Post Graduate level but which is also available as part of the JD. It will normally be taken after completion of a course on environmental law. It fits within the Environmental Law stream of the LLM.
JURD7370,The Essential Advocate: An Introduction to Advocacy,https://www.handbook.unsw.edu.au/postgraduate/courses/2020/JURD7370/,Term 3,"Prerequisite: Completion of 36 UOC of JD courses including LEJ (JURD7130) and RCD (JURD7271) for students enrolled prior to 2013. For students enrolled after 2013, completion of 72 UOC of JD courses including LEJ and RCD. Co-requisite: CPEP (JURD7251)",http://www.law.unsw.edu.au/current-students/my-academic-life/courses/course-outlines,"The course is a practical introduction to courtroom advocacy. Students will be exposed to examples of various types of advocates and advocacy techniques and problems found in leading cases, trial transcripts, novels, plays, films, and biographies of advocates. Much of the course is devoted to practical exercises."
